Время                                       Абсолютная
1946079                                     13670176
1946141                                     13670176
1946204                                     13670176
1946266                                     13670176
1946329                                     13670176
1946407                                     13670175
1946454                                     13670175
1946516                                     13670175
1946579                                     13670175
1946641                                     13670175
1946704                                     13670175
1946766                                     13670176
1946829                                     13670176
1946891                                     13670175
1946954                                     13670175
1947016                                     13670175
1947079                                     13670175
1947141                                     13670175
1947204                                     13670175
1947282                                     13670175
1947329                                     13670175
1947391                                     13670176
1947454                                     13670176
1947516                                     13670175
1947579                                     13670175
1947641                                     13670175
1947704                                     13670175
1947766                                     13670175
1947829                                     13670175
1947891                                     13670175
1947954                                     13670176
1948016                                     13670176
1948079                                     13670175
1948141                                     13670175
1948219                                     13670175
1948282                                     13670175
1948344                                     13670175
1948407                                     13670175
1948469                                     13670175
1948532                                     13670175
1948594                                     13670175
1948657                                     13670175
1948719                                     13670175
1948782                                     13670175
1948860                                     13670175
1948922                                     13670175
1948985                                     13670175
1949063                                     13670175
1949125                                     13670175
1949188                                     13670176
1949250                                     13670175
1949313                                     13670175
1949375                                     13670175
1949438                                     13670171
1949500                                     13670171
1949563                                     13670170
1949641                                     13670170
1949704                                     13670170
1949766                                     13670170
1949829                                     13670170
1949891                                     13670170
1949954                                     13670169
1950016                                     13670170
1950079                                     13670170
1950141                                     13670169
1950204                                     13670169
1950266                                     13670169
1950329                                     13670169
1950391                                     13670169
1950454                                     13670168
1950516                                     13670169
1950579                                     13670169
1950641                                     13670168
1950704                                     13670168
1950766                                     13670168
1950829                                     13670168
1950891                                     13670168
1950954                                     13670168
1951016                                     13670167
1951079                                     13670167
1951157                                     13670168
1951219                                     13670167
1951282                                     13670167
1951344                                     13670167
1951407                                     13670167
1951485                                     13670167
1951547                                     13670167
1951625                                     13670168
1951688                                     13670167
1951750                                     13670167
1951813                                     13670168
1951875                                     13670167
1951938                                     13670167
1952000                                     13670167
1952063                                     13670167
1952125                                     13670167
1952204                                     13670167
1952266                                     13670167
1952329                                     13670167
1952391                                     13670167
1952454                                     13670167
1952532                                     13670167
1952594                                     13670167
1952657                                     13670167
1952719                                     13670167
1952782                                     13670167
1952844                                     13670167
1952907                                     13670167
1952985                                     13670167
1953063                                     13670168
1953125                                     13670168
1953188                                     13670167
1953250                                     13670167
1953313                                     13670167
1953391                                     13670167
1953454                                     13670167
1953516                                     13670167
1953594                                     13670167
1953657                                     13670167
1953719                                     13670167
1953782                                     13670168
1953844                                     13670167
1953907                                     13670167
1953969                                     13670167
1954032                                     13670167
1954110                                     13670167
1954172                                     13670167
1954235                                     13670167
1954297                                     13670167
1954360                                     13670167
1954422                                     13670167
1954485                                     13670152
1954547                                     13670152
1954610                                     13670151
1954672                                     13670152
1954735                                     13670152
1954797                                     13670152
1954860                                     13670151
1954922                                     13670151
1954985                                     13670152
1955047                                     13670152
1955110                                     13670152
1955172                                     13670152
1955235                                     13670152
1955297                                     13670152
1955360                                     13670152
1955422                                     13670152
1955485                                     13670152
1955547                                     13670153
1955625                                     13670153
1955688                                     13670153
1955750                                     13670153
1955813                                     13670153
1955875                                     13670153
1955938                                     13670153
1956000                                     13670153
1956063                                     13670153
1956125                                     13670153
1956188                                     13670153
1956250                                     13670153
1956313                                     13670153
1956391                                     13670153
1956469                                     13670153
1956532                                     13670153
1956594                                     13670153
1956657                                     13670153
1956719                                     13670153
1956797                                     13670153
1956860                                     13670153
1956922                                     13670153
1956985                                     13670153
1957047                                     13670153
1957110                                     13670153
1957172                                     13670153
1957235                                     13670153
1957297                                     13670153
1957360                                     13670153
1957438                                     13670153
1957500                                     13670153
1957563                                     13670153
1957625                                     13670153
1957688                                     13670153
1957750                                     13670153
1957813                                     13670153
1957875                                     13670153
1957938                                     13670153
1958000                                     13670153
1958063                                     13670153
1958125                                     13670153
1958188                                     13670153
1958250                                     13670153
1958313                                     13670153
1958375                                     13670153
1958438                                     13670153
1958500                                     13670153
1958563                                     13670153
1958625                                     13670153
1958688                                     13670153
1958750                                     13670153
1958813                                     13670153
1958875                                     13670153
1958938                                     13670153
1959000                                     13670153
1959063                                     13670154
1959125                                     13670153
1959188                                     13670153
1959250                                     13670153
1959313                                     13670153
1959375                                     13670153
1959438                                     13670149
1959500                                     13670149
1959563                                     13670148
1959625                                     13670148
1959688                                     13670148
1959750                                     13670148
1959813                                     13670148
1959875                                     13670148
1959938                                     13670148
1960000                                     13670148
1960063                                     13670148
1960125                                     13670148
1960188                                     13670148
1960250                                     13670148
1960313                                     13670148
1960375                                     13670148
1960438                                     13670148
1960500                                     13670147
1960563                                     13670147
1960625                                     13670147
1960688                                     13670147
1960750                                     13670147
1960813                                     13670147
1960875                                     13670147
1960938                                     13670147
1961000                                     13670147
1961063                                     13670146
1961125                                     13670146
1961188                                     13670146
1961250                                     13670146
1961313                                     13670146
1961375                                     13670146
1961438                                     13670146
1961500                                     13670146
1961563                                     13670146
1961625                                     13670146
1961688                                     13670146
1961750                                     13670146
1961813                                     13670146
1961875                                     13670146
1961938                                     13670146
1962000                                     13670146
1962063                                     13670146
1962125                                     13670146
1962188                                     13670146
1962250                                     13670146
1962313                                     13670146
1962375                                     13670146
1962438                                     13670146
1962500                                     13670146
1962563                                     13670146
1962625                                     13670146
1962688                                     13670146
1962750                                     13670146
1962813                                     13670146
1962875                                     13670146
1962938                                     13670146
1963000                                     13670146
1963063                                     13670146
1963125                                     13670146
1963188                                     13670146
1963250                                     13670146
1963313                                     13670146
1963375                                     13670146
1963438                                     13670146
1963500                                     13670146
1963563                                     13670146
1963625                                     13670146
1963688                                     13670146
1963750                                     13670146
1963813                                     13670146
1963875                                     13670146
1963938                                     13670146
1964000                                     13670146
1964063                                     13670146
1964125                                     13670146
1964188                                     13670146
1964250                                     13670146
1964313                                     13670146
1964375                                     13670146
1964438                                     13670136
1964500                                     13670136
1964563                                     13670132
1964625                                     13670132
1964688                                     13670132
1964750                                     13670132
1964813                                     13670132
1964875                                     13670132
1964938                                     13670132
1965000                                     13670132
1965063                                     13670132
1965125                                     13670132
1965188                                     13670132
1965250                                     13670132
1965313                                     13670132
1965375                                     13670132
1965438                                     13670132
1965500                                     13670132
1965563                                     13670133
1965625                                     13670133
1965688                                     13670133
1965750                                     13670133
1965813                                     13670133
1965875                                     13670133
1965938                                     13670133
1966000                                     13670133
1966063                                     13670133
1966125                                     13670133
1966188                                     13670133
1966250                                     13670133
1966313                                     13670133
1966375                                     13670133
1966438                                     13670133
1966500                                     13670133
1966563                                     13670133
1966625                                     13670133
1966688                                     13670133
1966750                                     13670133
1966813                                     13670133
1966875                                     13670133
1966938                                     13670133
1967000                                     13670133
1967063                                     13670133
1967125                                     13670133
1967188                                     13670133
1967250                                     13670133
1967313                                     13670133
1967375                                     13670133
1967438                                     13670133
1967500                                     13670133
1967563                                     13670133
1967625                                     13670133
1967688                                     13670133
1967750                                     13670133
1967813                                     13670133
1967875                                     13670133
1967938                                     13670133
1968000                                     13670133
1968063                                     13670133
1968125                                     13670133
1968188                                     13670133
1968250                                     13670133
1968313                                     13670133
1968375                                     13670133
1968438                                     13670133
1968500                                     13670133
1968563                                     13670133
1968641                                     13670133
1968704                                     13670133
1968766                                     13670133
1968829                                     13670133
1968891                                     13670133
1968954                                     13670133
1969016                                     13670133
1969079                                     13670133
1969141                                     13670133
1969204                                     13670133
1969266                                     13670133
1969329                                     13670133
1969391                                     13670133
1969454                                     13670130
1969516                                     13670130
1969579                                     13670128
1969641                                     13670128
1969704                                     13670128
1969766                                     13670129
1969829                                     13670129
1969891                                     13670128
1969954                                     13670128
1970016                                     13670128
1970094                                     13670128
1970157                                     13670128
1970219                                     13670128
1970297                                     13670128
1970344                                     13670128
1970422                                     13670127
1970469                                     13670127
1970532                                     13670127
1970594                                     13670127
1970657                                     13670127
1970719                                     13670127
1970782                                     13670127
1970844                                     13670127
1970907                                     13670127
1970969                                     13670127
1971032                                     13670127
1971110                                     13670127
1971172                                     13670126
1971235                                     13670126
1971297                                     13670126
1971360                                     13670126
1971422                                     13670126
1971485                                     13670126
1971563                                     13670126
1971625                                     13670126
1971704                                     13670126
1971782                                     13670126
1971844                                     13670126
1971922                                     13670126
1971985                                     13670126
1972047                                     13670126
1972110                                     13670126
1972172                                     13670126
1972235                                     13670126
1972297                                     13670126
1972360                                     13670126
1972438                                     13670126
1972500                                     13670126
1972563                                     13670126
1972625                                     13670126
1972704                                     13670126
1972766                                     13670126
1972829                                     13670126
1972891                                     13670126
1972954                                     13670126
1973016                                     13670126
1973079                                     13670126
1973141                                     13670126
1973204                                     13670126
1973266                                     13670126
1973329                                     13670126
1973391                                     13670126
1973454                                     13670126
1973516                                     13670126
1973579                                     13670126
1973657                                     13670126
1973719                                     13670126
1973782                                     13670126
1973860                                     13670126
1973922                                     13670126
1973985                                     13670126
1974047                                     13670126
1974110                                     13670126
1974172                                     13670126
1974235                                     13670126
1974297                                     13670126
1974360                                     13670126
1974422                                     13670126
1974485                                     13670112
1974547                                     13670112
1974610                                     13670111
1974672                                     13670111
1974735                                     13670111
1974797                                     13670111
1974860                                     13670111
1974922                                     13670111
1974985                                     13670111
1975047                                     13670111
1975110                                     13670112
1975172                                     13670112
1975235                                     13670112
1975297                                     13670112
1975360                                     13670112
1975422                                     13670112
1975485                                     13670112
1975547                                     13670112
1975610                                     13670112
1975672                                     13670112
1975735                                     13670112
1975797                                     13670112
1975860                                     13670112
1975922                                     13670112
1975985                                     13670112
1976047                                     13670113
1976110                                     13670113
1976172                                     13670113
1976235                                     13670113
1976297                                     13670113
1976360                                     13670113
1976422                                     13670113
1976485                                     13670113
1976547                                     13670113
1976610                                     13670112
1976672                                     13670112
1976735                                     13670112
1976797                                     13670113
1976860                                     13670113
1976922                                     13670113
1976985                                     13670113
1977047                                     13670113
1977110                                     13670113
1977172                                     13670113
1977235                                     13670113
1977297                                     13670113
1977360                                     13670113
1977422                                     13670113
1977485                                     13670112
1977547                                     13670112
1977610                                     13670113
1977672                                     13670113
1977735                                     13670113
1977797                                     13670113
1977860                                     13670112
1977922                                     13670112
1977985                                     13670113
1978047                                     13670113
1978110                                     13670113
1978172                                     13670113
1978235                                     13670113
1978297                                     13670113
1978360                                     13670113
1978422                                     13670113
1978485                                     13670113
1978547                                     13670113
1978610                                     13670113
1978672                                     13670113
1978735                                     13670113
1978797                                     13670112
1978860                                     13670112
1978922                                     13670112
1978985                                     13670112
1979047                                     13670112
1979110                                     13670113
1979172                                     13670113
1979235                                     13670113
1979297                                     13670112
1979360                                     13670112
1979422                                     13670111
1979500                                     13670108
1979547                                     13670108
1979610                                     13670107
1979672                                     13670107
1979735                                     13670107
1979797                                     13670107
1979860                                     13670107
1979922                                     13670107
1979985                                     13670107
1980047                                     13670107
1980125                                     13670107
1980188                                     13670106
1980250                                     13670106
1980313                                     13670106
1980375                                     13670106
1980438                                     13670106
1980500                                     13670106
1980563                                     13670106
1980625                                     13670106
1980688                                     13670106
1980750                                     13670106
1980813                                     13670106
1980875                                     13670106
1980938                                     13670106
1981000                                     13670106
1981079                                     13670105
1981141                                     13670105
1981204                                     13670105
1981266                                     13670105
1981329                                     13670105
1981391                                     13670105
1981469                                     13670105
1981532                                     13670105
1981610                                     13670105
1981688                                     13670105
1981750                                     13670105
1981813                                     13670105
1981875                                     13670105
1981938                                     13670105
1982000                                     13670105
1982063                                     13670105
1982125                                     13670105
1982188                                     13670105
1982250                                     13670105
1982313                                     13670105
1982375                                     13670105
1982438                                     13670105
1982500                                     13670105
1982563                                     13670105
1982625                                     13670105
1982688                                     13670105
1982750                                     13670105
1982813                                     13670105
1982875                                     13670105
1982938                                     13670105
1983000                                     13670105
1983063                                     13670105
1983125                                     13670105
1983188                                     13670105
1983250                                     13670105
1983313                                     13670105
1983375                                     13670105
1983438                                     13670105
1983500                                     13670105
1983563                                     13670105
1983625                                     13670105
1983688                                     13670105
1983750                                     13670105
1983813                                     13670105
1983875                                     13670105
1983938                                     13670105
1984000                                     13670105
1984063                                     13670105
1984125                                     13670105
1984188                                     13670105
1984250                                     13670105
1984313                                     13670105
1984375                                     13670105
1984438                                     13670105
1984500                                     13670092
1984563                                     13670089
1984625                                     13670089
1984688                                     13670089
1984750                                     13670089
1984813                                     13670089
1984875                                     13670089
1984938                                     13670089
1985000                                     13670090
1985063                                     13670089
1985125                                     13670089
1985188                                     13670090
1985250                                     13670090
1985313                                     13670090
1985375                                     13670090
1985438                                     13670090
1985500                                     13670090
1985563                                     13670090
1985625                                     13670090
1985688                                     13670090
1985750                                     13670091
1985813                                     13670091
1985875                                     13670091
1985938                                     13670091
1986000                                     13670091
1986063                                     13670091
1986125                                     13670091
1986188                                     13670091
1986266                                     13670091
1986329                                     13670091
1986391                                     13670091
1986454                                     13670091
1986516                                     13670091
1986594                                     13670091
1986657                                     13670091
1986719                                     13670091
1986782                                     13670091
1986844                                     13670091
1986907                                     13670091
1986985                                     13670091
1987047                                     13670091
1987110                                     13670091
1987188                                     13670091
1987250                                     13670091
1987329                                     13670091
1987391                                     13670091
1987454                                     13670091
1987516                                     13670091
1987579                                     13670091
1987641                                     13670091
1987704                                     13670091
1987766                                     13670091
1987829                                     13670091
1987891                                     13670091
1987954                                     13670091
1988016                                     13670091
1988079                                     13670091
1988141                                     13670091
1988204                                     13670091
1988266                                     13670091
1988329                                     13670091
1988391                                     13670091
1988454                                     13670091
1988516                                     13670091
1988579                                     13670091
1988641                                     13670091
1988704                                     13670091
1988766                                     13670091
1988829                                     13670091
1988891                                     13670091
1988954                                     13670091
1989016                                     13670091
1989079                                     13670091
1989141                                     13670091
1989204                                     13670091
1989266                                     13670091
1989329                                     13670091
1989391                                     13670088
1989454                                     13670088
1989516                                     13670086
1989579                                     13670085
1989641                                     13670085
1989704                                     13670086
1989766                                     13670086
1989829                                     13670085
1989891                                     13670085
1989954                                     13670085
1990016                                     13670085
1990079                                     13670085
1990141                                     13670085
1990204                                     13670085
1990282                                     13670085
1990360                                     13670084
1990422                                     13670084
1990500                                     13670084
1990563                                     13670084
1990625                                     13670084
1990688                                     13670084
1990750                                     13670084
1990813                                     13670084
1990875                                     13670084
1990938                                     13670084
1991000                                     13670084
1991063                                     13670084
1991125                                     13670083
1991188                                     13670083
1991250                                     13670083
1991313                                     13670083
1991375                                     13670083
1991438                                     13670083
1991516                                     13670083
1991579                                     13670083
1991641                                     13670083
1991704                                     13670083
1991766                                     13670083
1991829                                     13670083
1991891                                     13670083
1991969                                     13670083
1992032                                     13670083
1992094                                     13670083
1992157                                     13670083
1992219                                     13670083
1992282                                     13670083
1992344                                     13670083
1992407                                     13670083
1992469                                     13670083
1992532                                     13670083
1992594                                     13670083
1992657                                     13670083
1992719                                     13670083
1992782                                     13670083
1992844                                     13670083
1992907                                     13670083
1992969                                     13670083
1993032                                     13670083
1993094                                     13670083
1993157                                     13670083
1993219                                     13670083
1993282                                     13670083
1993344                                     13670083
1993407                                     13670083
1993469                                     13670084
1993532                                     13670083
1993594                                     13670083
1993657                                     13670083
1993719                                     13670083
1993782                                     13670083
1993844                                     13670083
1993907                                     13670083
1993969                                     13670083
1994032                                     13670083
1994094                                     13670083
1994157                                     13670083
1994219                                     13670083
1994282                                     13670083
1994344                                     13670083
1994407                                     13670083
1994469                                     13670083
1994532                                     13670068
1994594                                     13670068
1994657                                     13670068
1994719                                     13670067
1994782                                     13670067
1994844                                     13670067
1994907                                     13670067
1994969                                     13670067
1995032                                     13670067
1995094                                     13670067
1995157                                     13670067
1995219                                     13670068
1995282                                     13670068
1995344                                     13670068
1995407                                     13670068
1995469                                     13670068
1995532                                     13670068
1995594                                     13670068
1995657                                     13670068
1995719                                     13670068
1995782                                     13670068
1995844                                     13670069
1995907                                     13670069
1995969                                     13670069
1996032                                     13670069
1996094                                     13670069
1996157                                     13670069
1996235                                     13670069
1996297                                     13670069
1996360                                     13670069
1996422                                     13670069
1996485                                     13670069
1996547                                     13670069
1996610                                     13670069
1996672                                     13670069
1996735                                     13670069
1996797                                     13670069
1996860                                     13670069
1996922                                     13670069
1996985                                     13670069
1997047                                     13670069
1997110                                     13670069
1997172                                     13670069
1997235                                     13670069
1997297                                     13670069
1997360                                     13670069
1997422                                     13670069
1997485                                     13670069
1997547                                     13670069
1997610                                     13670069
1997672                                     13670069
1997735                                     13670069
1997797                                     13670069
1997860                                     13670069
1997922                                     13670069
1997985                                     13670069
1998047                                     13670069
1998110                                     13670069
1998172                                     13670069
1998235                                     13670069
1998297                                     13670069
1998360                                     13670069
1998422                                     13670069
1998485                                     13670069
1998547                                     13670069
1998610                                     13670069
1998672                                     13670069
1998735                                     13670069
1998797                                     13670069
1998860                                     13670069
1998922                                     13670069
1998985                                     13670069
1999047                                     13670069
1999110                                     13670069
1999172                                     13670069
1999235                                     13670069
1999297                                     13670069
1999360                                     13670069
1999422                                     13670066
1999485                                     13670066
1999547                                     13670064
1999610                                     13670064
1999672                                     13670064
1999735                                     13670064
1999797                                     13670064
1999860                                     13670064
